Analyte Area	y	H3N2	H3N2F1	H4N2	H3N3	H4N2F1	H5N2	H3N3F1	H4N3	H3N4	H6N2	H4N3F1	H5N3	H3N4F1	H4N4	H3N5	H7N2	H4N3S1	H5N3F1	H6N3	H3N4S1	H4N4F1	H5N4	H3N5F1	H4N5	H8N2	H5N3S1	H5N4F1	H4N5F1	H5N5	H5N4S1F1	H9N2	H4N5S1F1	H5N4S1	H4N5F2	H5N5F1	H6N5	H4N6F1	H10N2	H5N6	H5N4S1F1	H5N5S1	H6N5F1	H3N6S1F1	H5N6F1	H5N5S1F1	H6N5S1	H5N6F2	H6N6F1	H7N6	H6N5S1F1	H7N6F1	H6N7F1	H7N6F2	H7N7F1	H7N6S1F1	H6N5S3	H8N7F1	H9N8F1	H10N9F1
k25_dhb_rep2_0_L8_1.xy	1	4155.038053	5514.321183	4065.143522	3912.944359	4476.313678	8549.847787	5907.591712	5300.3078	4833.274183	9385.164667	6438.890129	4550.50541	7283.563231	5389.399787	4525.571131	8185.640659	4985.268902	4426.737547	4749.066072	4390.31079	9505.328043	12835.66472	6515.232283	4918.190681	9468.147663	4907.302568	28523.07756	7678.452029	5128.668368	22656.8489	8905.198832	6817.87656	21280.7362	5710.876716	9238.997409	6603.352543	5118.278823	5002.361269	4767.609106	22656.8489	8103.709849	13311.3518	6062.872579	6363.182806	9013.367564	9316.412905	6388.951031	7096.502066	6545.02855	12077.6739	7997.115122	5283.509926	6178.064039	5487.954125	7935.503689	5696.0346	6209.072693	6870.159946	5850.638569
k25_dhb_rep3_0_F11_1.xy	1	8060.456034	10304.41732	11765.59011	11281.24373	10833.17066	50692.15843	31866.82953	24678.97458	19486.76856	39169.30303	48737.7226	20487.77924	45108.29376	44729.49017	20975.08762	42040.52967	17075.60697	22702.40045	26983.14656	16608.77338	126461.9206	204350.2686	68467.17518	41892.83495	51049.27448	18343.02373	575860.5855	108619.381	72240.32266	26516.57993	45275.64038	27452.95227	30000.0486	33261.36151	176640.0477	72779.34728	36730.67145	34925.28641	35383.02041	26516.57993	66509.10626	193628.892	32469.28826	52150.88627	38646.27499	27404.68733	31799.05902	72744.40017	35648.35489	22608.77136	62366.83038	33474.52106	19970.72716	40453.34318	16856.57664	21706.02688	26111.03141	20779.62676	13699.10294
k25_dhb_rep4_0_F12_1.xy	1	14099.542	17205.06857	21756.24549	19534.34009	18652.278	86540.83217	53234.21595	43551.75197	34318.34944	67934.05872	80230.22636	36425.83468	73795.33647	77101.09834	38772.67616	75363.85313	33031.07019	39227.52535	48796.15953	31248.25349	213073.757	374071.8194	110625.0871	75085.68003	93181.47443	33257.72224	1031881.338	189906.7639	123083.2335	55540.55997	80925.44443	50134.13445	57473.50128	59491.08366	324764.9082	142676.7821	64306.0662	61065.66554	61754.86777	55540.55997	121296.7391	354554.1825	55976.03651	93384.64218	71827.77521	49684.24277	55532.14728	138671.9524	66226.38061	41163.06963	118104.3368	58708.72445	34423.22648	75295.15691	28521.97047	37067.83353	47117.50294	31741.8627	21819.86858
k26_dhb_rep1_0_M5_1.xy	1	3220.779458	3116.900923	4108.705633	3546.911886	4280.911419	11589.61867	6138.038649	5569.982625	4815.237864	14046.31736	8689.287643	5261.763893	15587.57084	6554.822443	7649.142093	12996.95219	7801.841971	5591.587919	6267.868826	5268.384688	15835.45304	23585.45049	13502.51454	7476.027281	16333.41976	6617.998589	63932.25844	15155.4038	7960.241781	43768.20541	16040.02333	12077.91657	43805.0192	9744.986178	15625.22527	10408.55847	7472.957549	7359.286516	6919.138694	43768.20541	12394.22852	23168.96458	9166.081382	8543.710972	14368.25857	14089.72342	8368.232492	9376.981293	8518.326076	19124.14558	12530.17925	6554.957122	8691.882068	7235.630438	11892.54466	7609.118535	9392.289964	10026.09686	8632.503249
k26_dhb_rep2_0_M6_1.xy	1	7314.972581	5375.11706	11678.58122	7812.506896	8082.489734	52265.66672	18793.95407	14881.72662	10813.75451	62025.62324	34515.72532	12016.43448	75941.57889	19262.01788	25748.77103	51779.31977	26508.13187	13820.88596	16302.93496	11977.77625	71351.3071	106662.2276	61641.74739	22840.67838	65848.63864	17790.34679	336308.4714	69853.39413	23257.0538	250418.3279	66051.03023	43180.41692	236007.5225	34236.86855	67718.86169	34491.86569	19894.19869	20534.57355	16867.74988	250418.3279	41649.69889	106340.7362	24866.78901	22830.9461	62437.26571	57871.67137	23920.73102	29505.75701	25711.65844	88916.16305	49425.93583	15290.94654	26563.71142	19403.2401	45437.68093	23335.10582	34391.22984	39120.12202	29400.49795
k26_dhb_rep3_0_B13_1.xy	1	1014.229279	859.2881326	1861.539822	1373.771313	1315.340168	9291.322621	4042.331432	3078.231798	1989.347838	13108.16512	8554.867575	2618.37552	15543.66625	4189.301391	4787.075029	10618.97587	4981.990946	3625.402484	3367.888381	2456.031676	14330.20703	22670.42631	12852.10074	4531.396236	12437.88986	3502.503698	63696.22215	11849.15882	5249.060021	32708.18114	11157.09558	7485.543161	33946.71274	6154.478655	12104.35251	6523.703755	3980.03874	4191.795563	3761.108435	32708.18114	7926.38588	18888.67415	5249.78699	4279.332818	8852.594986	8858.432672	4130.214486	5233.295475	4124.682715	11875.87375	8460.523798	2653.101285	4319.874185	3272.432572	6413.430563	3583.746396	4876.133265	4248.550658	2900.798046
k26_dhb_rep4_0_B14_1.xy	1	4783.642531	3344.983264	10155.85544	6195.645568	5514.697244	52739.57704	21862.54694	14635.36701	9198.377304	66551.24416	42105.49053	11763.00141	75330.51809	19957.34118	24681.62472	53547.35208	25283.57339	16110.72189	15450.40413	9972.832936	71348.85831	126786.4941	66275.67235	23011.29875	65657.27797	16034.63174	348171.648	63056.7931	30175.41981	230452.8554	62765.88404	42747.30133	233947.8707	33887.39354	71801.19242	40404.724	20979.85255	21767.14448	18673.76285	230452.8554	48595.40639	118908.2469	28544.52171	22973.29917	58573.69907	61751.34463	23960.93353	30780.91677	25649.18271	91571.8008	56055.42894	14288.9428	28241.95619	18912.64922	48823.90411	24090.8438	35511.9169	34386.82619	24181.80011
k27_dhb_rep1_0_L9_1.xy	1	3919.382883	6242.064026	4291.588228	3597.811041	4459.336746	12753.88114	6732.840023	5675.170255	4673.984416	19164.72176	8732.680769	5897.483561	13087.74651	6851.292192	5651.685496	16644.45354	6543.058619	5882.346976	6885.094326	5849.13723	20259.48742	33487.91557	10841.4472	7698.23896	24348.65536	7294.776024	138589.2242	19196.70952	9934.872862	101521.6121	24342.54574	14563.11583	62438.25906	11219.63852	30319.54756	13861.17357	9051.502507	9510.694064	8309.950649	101521.6121	18368.26401	44458.52586	13075.00669	11440.09011	22869.16265	20436.99311	10046.00159	15096.08525	11349.18863	34683.43525	21068.6613	8484.101189	10097.77888	10432.66444	17225.17315	10870.22731	14266.45739	12755.87319	10114.31993
k27_dhb_rep2_0_L10_1.xy	1	4454.585227	7279.599512	4577.610631	3680.816803	4669.208048	12420.22442	6885.229176	5868.855134	4683.996313	15457.49229	8033.870786	5247.584862	12193.47665	6171.80614	5271.226628	12583.08709	6121.299683	5421.272566	6081.95727	5418.870606	17449.63159	26530.1132	9814.525067	6685.219774	18325.39498	6420.784404	120174.6164	17468.81853	8109.202378	102356.9393	19346.53566	12742.50569	58375.15931	9608.054088	26980.76119	11728.22738	7923.923272	8043.293201	7119.758231	102356.9393	15666.87667	37849.8038	11171.18081	10336.49219	21887.6454	18354.21462	9051.832357	13326.72396	10426.12193	31867.24428	17585.35107	7483.852813	8740.154827	9500.21669	15535.92321	9556.426991	12768.09356	13180.60794	10929.83154
k27_dhb_rep3_0_A17_1.xy	1	9631.455315	28941.64161	13109.59409	7689.419655	7193.113152	99082.58564	38578.92034	24088.90648	11885.94264	178825.0027	68672.44892	23782.47836	98225.53943	35369.0123	20400.55761	145425.1766	28102.5444	30587.8454	35260.48415	19375.22488	164863.3966	359482.3585	89667.08941	37899.69646	203854.9824	26675.7135	1217765.088	124377.3397	59563.81713	669438.9835	168999.1913	55168.61042	514140.7695	48423.84941	191777.3145	76698.61316	33576.77882	38740.87211	29342.47882	669438.9835	90761.24223	262083.3323	47416.84552	38163.15037	106197.9349	105818.3693	30455.00255	58874.20211	38750.42357	175507.8797	96522.8071	20828.2682	32737.33041	31622.77128	69176.72656	34632.93603	53063.27831	39277.1655	26153.52253
k27_dhb_rep4_0_A18_1.xy	1	9835.587897	28901.33783	11782.27578	6311.152669	6337.904046	61549.98655	36562.82472	15544.63228	8885.358726	86261.95021	53790.57929	14239.83082	63621.78059	22609.68902	13716.83078	63865.43193	18007.89123	25753.06356	18977.1913	14174.16936	100086.9176	170278.7516	76874.81858	26499.00029	91626.18795	17811.16669	725006.7769	86462.18628	69244.28927	447218.8732	89169.1988	51747.4178	278120.0436	41435.52439	144310.5185	46206.18437	31135.69174	35900.42471	29994.65698	447218.8732	100929.0511	172000.8251	48458.01191	34645.06383	78785.26196	64351.01677	29271.17713	48142.41143	29488.4121	118682.9697	68143.50036	19669.54551	23438.32032	27525.10154	51071.93012	33403.64715	49964.12081	48320.70936	34316.93798
k28_dhb_rep1_0_M7_1.xy	1	12774.03149	16897.64054	10902.43798	10970.71163	9679.634072	32316.95006	25509.23434	20226.87172	12889.54436	30169.13777	44620.0135	13103.68839	38103.42885	25218.09119	13779.39118	27860.28783	15960.09228	13889.99897	16409.64626	11651.32303	72088.14544	150535.7485	43230.44243	17036.35117	37168.67792	17526.64287	300107.2401	48258.98518	23606.67835	59198.5657	33448.19933	22700.71903	60844.24228	27098.75893	53238.93224	41101.71156	23104.95944	16997.3993	16121.02699	59198.5657	31459.58586	102480.0642	20968.4075	25788.35857	25273.05916	30214.86172	22740.03508	27881.92059	24509.92027	32809.68041	48710.1866	17203.44517	19874.19344	18040.83789	21493.42174	20245.63209	27186.30987	21979.38277	15402.99494
k28_dhb_rep2_0_M8_1.xy	1	4931.463159	6415.228901	4592.381799	4727.939717	5077.681387	11124.06459	9034.226702	7888.422199	6026.744136	10593.14059	13286.76138	6193.765223	12150.55251	8899.686007	6310.551822	9835.175667	6734.2347	6440.200591	6750.989639	5710.908936	18640.50471	37836.46117	13219.34198	7586.723497	12181.20963	8061.662539	69712.69707	14368.6374	9999.2192	17969.62023	11397.68233	10109.8758	18389.75858	9811.913578	15998.63876	13987.14343	9136.289712	7709.696199	7525.729336	17969.62023	12456.44592	28975.84024	9726.458792	10504.3536	10772.12215	11757.42186	9910.96285	10992.11448	10543.07287	12518.92969	16465.3235	8410.640986	9121.111313	8364.606791	9727.461199	8706.800475	10484.96892	9466.192316	7701.180212
k28_dhb_rep3_0_B15_1.xy	1	4805.946278	8183.376745	4515.032586	4749.225725	3577.986144	14264.79885	13961.46399	8761.637409	5295.937368	12107.48752	23703.12966	5629.56167	16013.21199	11886.43205	5677.666627	11146.42448	7025.755974	6803.197992	7216.454169	4961.80595	31863.92832	65685.86701	27166.79961	8042.13154	14893.93983	7399.95804	133909.5578	21746.3968	12753.85263	24152.57559	13882.04721	9833.859657	24814.99945	11635.53616	24463.98021	18423.83863	11844.9101	8523.723263	8421.476296	24152.57559	14553.95691	46454.24845	9392.143775	11350.39754	11286.52634	12923.40302	10053.10161	12681.5126	10641.92257	13714.57119	23705.70388	7283.418588	8658.179891	8239.333583	9584.952125	10477.69664	15042.56407	12973.16033	8839.470293
k28_dhb_rep4_0_B16_1.xy	1	14721.42526	14997.39466	10010.05978	10264.38277	8551.265179	25533.41367	23732.39122	16267.90102	10525.10128	23725.66046	39219.76327	10875.21602	30958.71239	20325.74217	11572.7857	21793.74527	12208.09533	12929.1479	12498.13022	9140.033555	57178.93601	117773.3444	46676.04705	15176.00055	27995.13593	16979.84568	227029.7962	37084.39141	22245.52197	39031.67639	23807.69457	17129.89829	41249.98302	20034.54783	40208.42539	31182.84779	19569.03631	14792.03402	14514.22875	39031.67639	24005.19826	73494.78918	17089.0519	19656.29248	18257.51432	20786.8011	16656.04611	20695.44883	17769.7079	21554.49052	34931.86349	12457.26413	13954.07724	12957.77387	14252.77995	13585.30319	18118.53982	13709.14958	8655.518493
k29_dhb_rep1_0_O7_1.xy	1	8524.593715	19635.87834	9265.208859	11161.82666	9931.375561	45732.96365	38563.68515	21869.57556	16890.12968	48896.20542	60086.9621	18709.46969	103124.5049	33563.28597	13541.62939	41545.09073	15894.84129	18651.55362	22597.9908	16716.38329	185244.653	201114.572	45786.01026	20577.61147	51110.74493	19113.21684	903651.4076	84749.66327	26728.55624	234237.612	46998.23714	30386.1224	122022.9326	24383.58197	104387.6947	40381.29234	20138.11493	19474.62716	17367.11787	234237.612	37179.88756	185033.3377	27139.62392	23743.25746	40896.97457	36619.33364	17643.20051	28119.81895	21580.09781	68890.3092	59023.97601	14360.82629	18047.78796	16856.90456	28844.54678	25670.38085	38373.42478	38017.13714	27227.36941
k29_dhb_rep2_0_O8_1.xy	1	10557.47338	26392.76368	11726.82266	14387.14798	10812.44461	65282.81961	55115.73244	29766.35725	21724.92549	67139.75457	81306.33203	23736.76213	132581.1707	43982.46044	16258.33673	55286.92001	19502.69416	22369.64586	28193.75585	18695.20273	246773.8793	280193.6833	58414.54281	25952.7764	70237.21837	24557.34229	1246433.423	116788.6645	36067.93179	377272.3776	66328.34523	41276.90992	186618.3133	32220.07593	156413.0355	58897.86925	27261.30533	28154.67177	23616.78238	377272.3776	50209.76701	279526.723	33895.34778	30938.74934	61315.14224	54778.52501	22815.24152	39499.81617	30226.96435	106705.3538	88935.91404	18224.93332	23389.45499	22926.26203	42238.08448	40043.57027	63078.22686	66855.33251	49209.96956
k29_dhb_rep3_0_D17_1.xy	1	3314.887605	5226.624332	3638.072392	3885.946107	4214.238896	10954.52213	10061.11356	6529.004951	5396.284292	14582.35227	16848.59804	6721.043701	25817.5126	9527.283133	5753.842872	14161.18414	6709.323167	7809.736485	8515.71158	7158.809008	49208.23734	51159.05797	17345.25095	8793.920872	20676.5641	9073.183866	284175.0776	26861.72807	14103.83833	65067.20719	20531.23837	15651.59186	36667.29192	11714.62891	33116.57797	16628.90631	10209.30003	10807.50674	9945.300703	65067.20719	18116.85239	68408.1771	17607.82268	12155.50141	16295.02835	15334.80666	9204.795953	12339.29859	10409.98216	24079.02745	25158.79106	7655.306084	8577.159691	8050.432201	11437.84925	10203.66075	14055.21985	11298.80349	8542.659626
k29_dhb_rep4_0_D18_1.xy	1	4174.334606	10163.43009	5046.109485	5821.728559	5058.419269	21133.15339	23434.1296	11271.63392	8989.791799	24283.50683	37630.71899	10062.25154	57103.46267	18437.37373	8607.424573	22552.74617	9452.436684	14204.08117	12882.13214	10513.68779	116718.7823	116853.4163	50074.62989	17269.21784	33440.69126	12548.93804	704358.4146	64636.40049	47748.45581	206912.9896	36426.22402	29953.20438	94694.47504	21863.37002	87925.84925	32198.98682	18338.99193	20186.23579	18171.95718	206912.9896	46246.93774	172510.0256	28796.01669	21110.00483	37010.21065	32030.51505	14781.10858	24660.53155	17256.13953	63315.97209	57876.7947	11488.74108	14540.73434	13827.65193	25454.27267	20910.80299	32266.17306	28055.28007	19255.60595
k3_dhb_rep1_0_O9_1.xy	1	2859.930727	3882.685939	3121.559014	3255.760279	4077.178405	6240.235489	5587.43419	4832.72259	4132.969012	6334.077162	6705.934834	4403.323362	8151.045959	4908.75009	4137.437485	6292.972687	4296.417133	4712.854421	4907.390983	4208.434824	10320.58628	27437.69802	6311.291721	4776.047401	7397.723479	4499.675687	84002.39669	9802.282221	5410.079493	11543.46115	7059.157903	6099.607227	10017.57164	5518.539897	11075.77647	10899.98795	4984.105409	4823.893986	4647.491288	11543.46115	6847.058818	25832.10286	6602.583971	6411.482617	5977.78636	7209.103418	5649.903453	6659.561357	6593.461011	7251.272787	11871.09015	5208.928121	5666.408516	5337.760293	5803.634594	6304.983648	7526.51343	7987.91898	7041.297685
k3_dhb_rep2_0_O10_1.xy	1	2985.919562	3994.273473	3313.525742	3555.846185	4353.873512	6865.037933	6130.830065	5358.87626	4512.663943	8064.592006	8833.428417	5078.894415	12118.35668	6001.615765	4887.80887	8880.837395	5174.617666	6085.665799	6286.835346	5071.397554	18441.46337	54371.16369	9640.499551	6333.650267	13181.85322	5768.421984	206619.9226	19247.44595	7840.59186	27609.56998	11996.39765	8570.656797	21836.84821	8238.832202	24504.12692	22804.23061	7335.015116	6392.10032	6024.670964	27609.56998	10929.35607	68215.94598	10860.22061	9699.075819	8755.450689	12097.42796	7686.558834	10565.4302	10683.73956	13060.26407	24999.1057	6765.910915	8231.109431	6978.150224	8151.216554	8655.389763	11821.9197	9509.803878	7437.416218
k3_dhb_rep3_0_D19_1.xy	1	2501.347272	4202.366811	2834.059027	3257.152118	3984.498706	7863.723824	7648.570831	5350.067504	4582.41494	9421.819487	11425.56002	5558.950551	13177.50298	6815.258571	5264.854328	10180.69625	5468.252992	7576.015818	7413.055523	5446.906336	20829.80826	65694.57646	22054.04937	8546.885061	14330.44478	6339.79621	212044.4043	22884.25692	17616.27211	26890.38042	14469.48599	11504.88505	22624.53458	11331.64644	27964.65784	28156.14353	12536.31175	9778.901101	9157.420987	26890.38042	15302.52223	67417.01602	12965.17359	13227.38058	11216.5297	15021.76433	10536.26969	13762.61215	14129.90801	15662.50883	29448.42464	9108.597064	10475.05123	9882.789855	10831.30292	12507.26277	17322.79571	15822.40113	11906.05627
k3_dhb_rep4_0_D20_1.xy	1	3611.393758	7199.185787	4484.161073	5001.789983	5543.878274	14913.55934	13479.58052	9053.818997	6555.715568	20742.1217	24335.1969	9253.025418	32214.76452	12371.68994	8391.206669	22145.12797	8740.324838	13511.59041	14239.95255	9029.595558	51119.64001	153587.6949	32169.78196	13202.44349	36245.39481	10552.26917	532825.7264	45407.62938	21960.92534	46219.88997	27387.90256	16152.16204	40881.32225	16942.97426	53772.27844	51865.23519	16306.95184	12992.80367	12016.55711	46219.88997	22936.08435	150614.9561	20224.19504	18378.30921	15336.55812	22347.89469	13513.92178	20280.00381	21141.55259	21754.41381	57458.61188	11771.11475	14702.03566	12407.47034	13652.94147	17841.67683	26904.0384	20310.45301	13497.01937
k30_dhb_rep1_0_P5_1.xy	1	9852.689599	15301.75432	11979.2102	15539.41627	13069.67664	54677.25072	37689.19441	30703.24879	22550.10614	47745.28812	59010.34553	22311.97132	77310.15414	50056.01855	19857.11952	40903.55342	14400.32598	21799.27798	30262.55232	17358.65896	185096.2701	441611.2108	50524.08865	26228.52363	62610.74333	20268.68689	1103796.007	89023.10493	36024.85864	18220.16883	49277.48006	22917.03121	35000.79282	26279.1364	132776.6848	86004.91053	21597.06604	19868.50911	18193.74589	18220.16883	39123.07377	377927.9146	37266.93183	32152.21198	20072.62404	26542.14896	19872.55866	37121.83307	30673.90258	17369.41488	101547.0958	16975.06239	16480.28003	17878.48743	12832.31121	56820.54947	25676.01053	14428.78484	11255.65223
k30_dhb_rep2_0_P6_1.xy	1	10230.50606	17957.06786	12470.83749	16733.07255	14674.12417	65021.87786	47539.77679	34809.03876	25265.60104	55189.99156	73515.85302	25190.52503	94441.5316	58113.76924	21961.21871	45455.13884	15856.43752	24405.20042	33317.32291	19325.80635	227078.3189	508742.3032	59001.47524	28671.01364	63788.56064	21052.7388	1265070.581	103378.4607	37982.33138	18587.64791	50007.48076	23179.48619	37634.99253	27708.73328	151524.0475	90878.98361	22316.49542	20165.80276	18562.94163	18587.64791	41474.73583	416928.3204	36110.62807	33192.4633	20004.44005	26952.91457	19594.75013	39890.59774	30849.21827	17642.97744	107867.4253	17293.8392	16418.07158	18634.21836	13065.50656	60067.96288	26839.45401	14389.94465	11124.79067
k30_dhb_rep3_0_E15_1.xy	1	3075.956718	4074.804714	3478.509688	3870.754677	4608.188546	9268.948485	8462.913499	6564.188584	5664.404026	8342.389997	11221.10111	5624.026518	12204.38727	8613.716569	5418.798923	7484.40616	4783.165859	6008.588663	6453.13459	5439.291281	23454.36201	47449.20286	15468.96546	7281.761104	9861.148928	5737.897673	130375.2076	14149.20322	11756.55826	5740.412271	8758.574323	7200.181903	7548.695128	6849.035855	16824.24559	12235.41074	7371.332814	6773.688329	6586.246252	5740.412271	9104.194082	42500.34493	8596.92116	8361.374758	6935.871952	7292.027798	6563.881827	8908.710886	7892.856807	6028.485453	17183.7987	6145.166938	6155.738013	6294.52347	5362.306123	7837.662967	10292.82477	9717.998513	7905.3675
k30_dhb_rep4_0_E16_1.xy	1	7243.242322	9405.887817	8172.621867	9083.355697	10527.68652	20946.59961	19487.04327	14995.16697	13011.40784	19199.81382	26555.52612	13261.40899	29048.54456	21045.72809	13420.30082	18986.21497	11670.86265	15331.27499	16700.98882	13437.65147	69799.40936	148675.9736	48893.2742	20880.67951	30039.08832	15831.74092	492809.0341	50195.16747	43517.06851	17050.92594	29106.14836	21220.61349	23816.34651	21363.69064	68193.38975	45103.78774	23172.76804	20803.25014	20044.3221	17050.92594	30518.00554	188099.7193	28688.5812	26719.79967	20384.8979	22667.55149	19495.53186	30844.47619	26059.13174	17103.61642	74902.57304	17801.50953	18060.73724	19760.30636	14358.71525	27522.20012	40859.5882	33755.25986	24239.11185
k31_dhb_rep1_0_O19_1.xy	1	10482.03155	28166.70538	11402.08057	11219.8191	8216.96101	59894.05924	33752.16886	34307.99615	16709.03533	80965.05429	71952.45763	21449.76821	113890.7512	48742.22777	15140.51442	74462.26802	19169.49894	19032.92192	32571.66778	15568.4942	179148.8213	541833.1265	50962.67136	25426.12983	104047.0885	20541.37269	970727.105	96894.22621	29317.99277	162971.9689	87730.16203	27637.98509	184162.8673	27220.39218	102847.8517	78984.33664	21182.52049	20749.30208	17087.46017	162971.9689	34296.87172	289392.8799	30204.42487	29025.70986	28429.17543	44526.31175	19167.95333	32795.39728	30508.60905	61199.83172	103863.6448	16015.58038	24467.9382	18010.18635	29688.45515	28079.96453	46018.09618	33546.54483	21811.18863
k31_dhb_rep2_0_O20_1.xy	1	4967.024324	9539.094623	5409.337311	5841.113875	5909.362746	21649.40751	13315.65976	14150.92635	8902.124867	34612.88218	27254.89874	11222.59335	43566.19881	20755.40808	9716.901162	34244.01666	11131.23776	10301.03466	15280.9106	9723.120849	66034.69747	181000.6034	23118.94318	13640.76495	49100.27121	12671.49403	338720.5772	38239.17928	16661.26611	59429.28702	40145.98976	15513.05742	67222.22412	14127.12804	41135.50912	34016.99424	11959.57435	12543.85555	11061.91045	59429.28702	18258.63596	116404.8945	19353.2237	15878.09572	14877.85107	21311.61593	11392.24935	17547.25512	16996.86032	26586.55778	48493.05268	10664.15176	13937.69995	11490.40807	15422.92356	15121.60934	22115.56839	15405.23364	10270.50373
k31_dhb_rep3_0_E5_1.xy	1	5475.770566	10404.71309	6003.992759	5790.190372	5700.194016	18642.06764	14025.51483	12829.49508	7683.628403	27394.1265	27613.31768	9951.851727	34211.98999	17351.6742	8284.598793	26670.72836	10046.47908	12371.12068	13584.52969	9770.097359	58687.34431	157268.6833	40533.50592	14374.07049	42761.01665	12270.8955	386839.4096	41272.68304	24501.95938	60128.437	40102.74747	17741.89406	65135.30537	16196.88437	48136.79706	36617.51808	16720.13386	15159.38555	13404.4168	60128.437	24754.47719	141673.8833	22798.56969	19326.29686	17645.7461	24514.80613	13523.41624	21419.60948	19818.11634	30004.96577	63529.20637	12726.35833	17222.12833	13496.04725	18623.86817	19328.94203	29243.46467	20894.57212	12923.39332
k31_dhb_rep4_0_E6_1.xy	1	11646.56938	31415.73001	12841.76634	13060.60398	10773.57846	57670.53072	48202.63812	35645.03123	18693.42646	75851.59353	92689.15538	23572.75326	116460.9678	51677.00788	20340.56296	69601.77339	22486.0709	32815.48097	33401.06389	20100.95325	200111.3181	547272.1359	167027.0564	41318.10128	100414.3465	26820.62432	1211413.767	129922.9259	103169.7419	207260.8774	95321.74568	43202.73995	203042.4522	41979.63573	153011.3245	99766.48244	44716.48705	38234.23307	34664.12095	207260.8774	65987.45135	402288.1429	47711.4826	45753.56823	45757.57186	61676.55646	31418.65865	54752.59548	45612.82208	89138.7556	168933.0697	28074.56475	38425.7369	32148.62334	49999.85032	53769.18971	85715.13126	62949.88287	40518.6114
k32_dhb_rep1_0_O17_1.xy	1	7370.117331	11174.34758	7907.944918	7382.27157	9227.987887	18644.70103	13938.99736	11673.99875	11120.0317	23129.19259	21650.52574	11629.82515	37257.80946	14906.58285	10646.30494	21759.31985	11128.4264	13094.84043	14593.7231	11729.68896	46290.1523	105369.0088	25020.25018	15312.41481	26604.44983	13231.39442	250484.2415	40854.0135	20782.44406	44154.79685	27968.16348	24452.85143	38329.28931	22370.77206	52948.47195	42437.92385	17831.11913	18482.47646	16886.99336	44154.79685	32827.10887	73654.70264	26315.96494	23425.06337	28421.16927	28926.81171	22092.71114	25698.23499	24203.16614	26208.15166	31830.55107	16235.91728	16580.81075	16462.43338	15790.63748	16267.80375	18812.82187	16535.08009	13018.80595
k32_dhb_rep2_0_O18_1.xy	1	8892.077676	14839.86129	9886.695536	9306.048743	11503.89788	26627.43634	19563.6648	16556.94685	15744.24135	36370.94694	34289.96796	16944.97913	62644.1307	23853.79611	15842.48907	35178.18722	16358.24551	20341.9701	23960.31857	17830.33258	86210.46407	216081.8207	45402.35186	25715.78588	49114.68401	21665.724	564452.872	84109.69528	40802.35322	102297.5322	56900.02747	45607.88491	86903.20342	43131.16198	125897.0896	98800.89596	34528.50936	35048.73946	31094.65754	102297.5322	69217.23212	181138.8375	48423.60969	45773.14315	59902.40063	61863.3324	43194.2567	53577.26987	50785.18868	53789.95549	77373.71964	30718.37336	31527.80892	31320.09397	30426.79936	32358.85185	41259.12847	34729.16545	26031.8087
k32_dhb_rep3_0_E3_1.xy	1	3642.734156	5742.018613	4208.67427	4154.797451	5340.694102	10593.95991	8900.436136	7235.729371	6118.512933	15856.1428	15363.11026	7292.388507	23792.53138	9193.1781	6706.73602	14609.0874	7436.385396	8687.165314	9336.07713	7658.262889	29527.52381	60741.96034	18231.1741	9374.265975	17500.0738	8470.098004	148265.7886	22599.13335	12716.72585	18553.26745	17377.75317	11883.69695	18121.55506	11480.67521	27106.03701	22600.46838	9533.288156	9496.177014	8817.009793	18553.26745	16695.73213	39652.26432	13741.21413	11697.76025	13158.51755	13031.41498	9896.226154	11760.25108	11585.52841	11346.78687	17365.12241	7782.68825	8058.887162	8272.008613	7729.579734	8133.328043	9873.108159	8772.010303	7057.369119
k32_dhb_rep4_0_E4_1.xy	1	4815.880324	7037.49568	5164.033071	5226.31345	6364.993526	12689.90787	9846.540041	8475.701795	7362.988799	18742.88747	17388.34636	8725.916855	27194.87277	11202.0676	7829.521714	18021.01423	8193.017916	10659.99436	11980.31641	9232.550056	36789.76804	81992.67643	20893.35354	11602.94497	23582.58317	10248.33707	218988.7659	30924.76243	17923.8194	29898.32159	24981.60878	17911.82252	28174.55402	16477.82574	43894.04666	37832.4408	13935.41545	14241.5209	12348.90536	29898.32159	26110.94512	69670.42779	19399.07381	17568.91653	21454.23338	21546.03787	15647.50133	19808.1401	19400.91166	18933.77717	30888.19605	12225.55137	12913.49454	12704.15215	12230.64345	13199.80566	16450.92465	13615.96249	10355.24096
k33_dhb_rep1_0_P17_1.xy	1	8143.568257	10324.07107	12067.4152	16971.77988	10183.463	49170.70099	29177.16178	45105.92612	36202.7306	68282.84731	62064.41084	28087.53141	88597.81382	115629.3976	26002.70646	64341.44745	13015.6578	21651.85642	42602.09	16078.07027	161596.243	630966.7087	50394.26975	44310.15855	117750.3641	19048.22803	538093.7315	76261.0346	85133.50142	16287.77938	79888.17991	17267.45095	21651.27853	18777.04242	130414.9018	205059.3511	19642.92102	23232.32664	20563.05897	16287.77938	24161.4433	166188.8992	25427.72167	26128.60371	14948.22722	20684.42237	15529.93615	34543.58286	60804.41618	14535.56245	60206.99489	15639.21189	15487.63903	17354.4653	11832.29762	31468.84513	17012.03698	11732.23181	10001.57547
